Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,153.009995,155.149994,147.139999,148.500000,145.206696,9827000
2021-01-05,148.649994,152.699997,148.500000,152.429993,149.049530,8507200
2021-01-06,151.529999,153.869995,149.470001,151.190002,147.837051,7174600
2021-01-07,152.330002,156.419998,152.259995,155.699997,152.247025,8482300
2021-01-08,157.229996,157.529999,154.539993,156.639999,153.166168,6252400
2021-01-11,156.100006,158.130005,154.919998,156.110001,152.647919,5147800
2021-01-12,156.639999,156.869995,153.960007,154.449997,151.024750,4385700
2021-01-13,155.190002,157.929993,153.649994,157.419998,153.928879,5479900
2021-01-14,159.399994,163.179993,158.500000,160.850006,157.282822,10102400
2021-01-15,160.770004,160.860001,156.880005,157.089996,153.606186,8607400
2021-01-19,158.940002,164.100006,158.449997,163.770004,160.138077,8209000
2021-01-20,164.720001,167.940002,164.440002,164.600006,160.949661,7943300
2021-01-21,165.809998,166.490005,163.339996,164.750000,161.096344,6295700
2021-01-22,164.000000,164.270004,161.520004,162.419998,158.817993,5062300
2021-01-25,164.320007,167.050003,161.729996,164.399994,160.754089,5370800
2021-01-26,164.199997,164.649994,160.910004,162.550003,158.945114,6554200
2021-01-27,158.490005,160.729996,152.690002,153.669998,150.262054,9854000
2021-01-28,156.279999,158.970001,153.110001,155.550003,152.100357,8087400
2021-01-29,160.250000,160.639999,154.750000,156.279999,152.814163,9502100
2021-02-01,157.369995,162.399994,156.490005,161.580002,157.996628,8265100
2021-02-02,164.509995,165.380005,161.300003,164.779999,161.125656,6926500
2021-02-03,167.580002,167.580002,161.800003,162.300003,158.700653,14156700
2021-02-04,150.179993,151.779999,145.199997,147.970001,144.688446,46141800
2021-02-05,148.850006,148.899994,144.619995,145.839996,142.605698,24695400
2021-02-08,147.100006,147.600006,145.300003,147.380005,144.111542,12181600
2021-02-09,147.550003,148.500000,145.899994,146.110001,142.869690,11681300
2021-02-10,147.619995,147.750000,144.369995,145.500000,142.273239,11701300
2021-02-11,145.779999,146.570007,143.529999,145.559998,142.331909,11600200
2021-02-12,145.570007,151.399994,144.869995,147.979996,144.698227,9155200
2021-02-16,149.000000,149.740005,146.059998,147.160004,143.896439,10211900
2021-02-17,145.820007,146.889999,143.419998,144.750000,141.539856,11937200
2021-02-18,143.539993,144.699997,142.960007,143.910004,140.718506,8404400
2021-02-19,144.779999,145.850006,143.490005,144.940002,141.725662,10012500
2021-02-22,142.250000,144.119995,139.080002,139.460007,136.367203,12763900
2021-02-23,136.380005,138.479996,134.440002,137.119995,134.079071,14425300
2021-02-24,136.399994,141.179993,135.089996,141.100006,137.970810,13146200
2021-02-25,139.559998,140.830002,135.020004,135.529999,132.524338,12701100
2021-02-26,136.759995,138.149994,134.699997,136.190002,133.169708,11772600
2021-03-01,137.500000,139.630005,136.460007,139.490005,136.396530,9421400
2021-03-02,140.000000,140.100006,136.770004,137.039993,134.000839,8693200
2021-03-03,135.600006,136.179993,131.539993,131.660004,129.353729,14862700
2021-03-04,132.350006,134.199997,126.580002,127.800003,125.561325,15831100
2021-03-05,130.919998,131.169998,125.400002,129.750000,127.477173,13292000
2021-03-08,129.000000,129.770004,122.989998,123.199997,121.041893,15256100
2021-03-09,127.389999,129.919998,126.330002,129.110001,126.848373,13130200
2021-03-10,130.669998,131.100006,127.639999,127.870003,125.630096,12492300
2021-03-11,131.009995,133.240005,130.009995,131.740005,129.432312,11920200
2021-03-12,129.899994,130.330002,127.620003,129.979996,127.703125,9365700
2021-03-15,130.059998,131.759995,129.119995,131.639999,129.334061,7807200
2021-03-16,132.889999,135.440002,132.289993,133.649994,131.308853,10434700
2021-03-17,131.309998,135.600006,129.679993,133.919998,131.574142,10781500
2021-03-18,132.440002,133.600006,129.660004,129.750000,127.477173,9579000
2021-03-19,129.789993,132.479996,129.169998,131.020004,128.724930,17599900
2021-03-22,132.960007,135.550003,132.600006,134.089996,131.741135,9036900
2021-03-23,134.000000,134.350006,131.410004,132.520004,130.198639,7425700
2021-03-24,132.990005,133.059998,127.110001,127.180000,124.952187,10962300
2021-03-25,126.660004,127.639999,124.389999,127.279999,125.050430,10460800
2021-03-26,127.059998,133.350006,127.040001,132.990005,130.660400,11071600
2021-03-29,132.539993,133.339996,129.770004,131.270004,128.970535,9750100
2021-03-30,130.169998,131.240005,129.070007,130.110001,127.830856,7097300
2021-03-31,130.960007,133.520004,130.570007,132.589996,130.267410,8361300
2021-04-01,134.500000,138.429993,133.600006,137.789993,135.376328,14069600
2021-04-05,139.039993,140.500000,138.229996,140.330002,137.871841,12562800
2021-04-06,139.850006,140.229996,137.639999,138.059998,135.641602,9100000
2021-04-07,138.330002,139.949997,137.399994,139.429993,136.987595,6958500
2021-04-08,140.000000,140.369995,138.809998,140.339996,137.881638,7304900
2021-04-09,139.899994,140.679993,138.880005,140.570007,138.107635,6033200
2021-04-12,138.860001,139.889999,136.050003,137.440002,135.032471,10355500
2021-04-13,138.380005,138.770004,135.750000,137.300003,134.894928,9225200
2021-04-14,137.080002,137.839996,133.910004,134.750000,132.389587,9967800
2021-04-15,136.000000,137.990005,135.570007,137.839996,135.425446,11733200
2021-04-16,137.619995,139.009995,136.649994,138.210007,135.788971,6583900
2021-04-19,136.899994,137.050003,134.089996,135.250000,132.880829,8728900
2021-04-20,134.550003,134.779999,132.789993,133.399994,131.063217,7473700
2021-04-21,132.820007,136.369995,132.500000,136.190002,133.804367,7237900
2021-04-22,135.369995,135.960007,132.470001,132.970001,130.640747,8345100
2021-04-23,133.740005,136.110001,133.539993,135.429993,133.057663,7666600
2021-04-26,135.330002,139.690002,135.119995,138.960007,136.525848,9715400
2021-04-27,138.710007,139.380005,136.979996,138.009995,135.592453,9284500
2021-04-28,138.169998,138.270004,135.750000,136.570007,134.177719,13118100
2021-04-29,145.009995,145.300003,140.669998,142.679993,140.180679,20502100
2021-04-30,141.070007,142.089996,138.259995,138.800003,136.368637,11374600
2021-05-03,139.699997,139.759995,136.869995,137.429993,135.022644,7920300
2021-05-04,136.000000,136.000000,132.419998,134.119995,131.770615,11996300
2021-05-05,136.080002,136.449997,134.110001,134.649994,132.291351,6285500
