Date,Open,High,Low,Close,Adj Close,Volume
2021-02-16,490.880005,494.779999,487.019989,489.130005,471.833740,1516300
2021-02-17,484.230011,486.119995,475.059998,482.480011,465.418945,1408400
2021-02-18,480.230011,485.410004,475.130005,483.260010,466.171326,1671500
2021-02-19,487.250000,495.140015,486.769989,489.959991,472.634399,1799200
2021-02-22,484.000000,486.609985,475.320007,476.359985,459.515320,1696700
2021-02-23,471.140015,474.619995,456.059998,471.899994,455.213013,2130300
2021-02-24,467.679993,481.410004,462.660004,480.880005,463.875488,1512500
2021-02-25,474.750000,479.380005,455.209991,457.160004,440.994293,2314800
2021-02-26,467.529999,475.760010,460.739990,469.869995,453.254791,2264000
2021-03-01,479.700012,490.000000,473.859985,489.579987,472.267822,2467700
2021-03-02,490.369995,490.859985,479.600006,480.510010,463.518585,1854600
2021-03-03,478.000000,481.390015,461.970001,463.059998,446.685608,2399100
2021-03-04,461.670013,467.000000,441.429993,443.589996,427.904114,3457500
2021-03-05,454.250000,456.000000,433.000000,450.140015,434.222473,4241400
2021-03-08,446.829987,447.959991,419.260010,421.250000,406.354065,4524300
2021-03-09,435.690002,446.899994,430.600006,443.600006,427.913727,3788400
2021-03-10,447.350006,454.029999,435.100006,437.589996,422.116302,1991400
2021-03-11,449.019989,457.450012,442.089996,453.690002,437.646942,2617000
2021-03-12,445.359985,453.489990,444.519989,451.170013,435.216064,1890600
2021-03-15,455.179993,471.230011,453.190002,470.769989,454.122986,3124100
2021-03-16,471.269989,484.000000,467.410004,478.179993,461.270996,3119000
2021-03-17,470.299988,487.269989,470.010010,483.589996,466.489655,2375400
2021-03-18,474.559998,483.350006,463.750000,464.149994,447.737061,2872800
2021-03-19,457.049988,476.679993,454.100006,474.459991,461.260071,10860200
2021-03-22,472.910004,481.279999,471.670013,475.279999,462.057281,3180500
2021-03-23,473.779999,475.369995,462.649994,464.059998,451.149414,2471200
2021-03-24,469.450012,469.989990,456.869995,457.269989,444.548340,2088200
2021-03-25,454.959991,464.019989,449.309998,461.700012,448.855103,1753700
2021-03-26,456.640015,483.000000,456.640015,482.040009,468.629211,2892500
2021-03-29,480.399994,481.160004,468.269989,472.619995,459.471283,2841000
2021-03-30,463.880005,464.000000,451.619995,456.160004,443.469177,2793500
2021-03-31,459.000000,467.070007,452.399994,463.660004,450.760559,2868400
2021-04-01,472.070007,476.579987,469.200012,475.950012,462.708618,2352800
2021-04-05,480.299988,489.640015,476.820007,488.480011,474.890076,2296600
2021-04-06,483.119995,488.220001,477.739990,483.869995,470.408264,1806300
2021-04-07,480.010010,483.910004,478.000000,482.459991,469.037537,1207400
2021-04-08,487.980011,487.980011,480.119995,485.480011,471.973480,1812100
2021-04-09,480.000000,485.309998,476.540009,485.089996,471.594330,1661400
2021-04-12,481.929993,485.420013,478.600006,483.670013,470.213867,2324700
2021-04-13,485.000000,488.220001,480.290009,484.959991,471.467957,1528100
2021-04-14,482.470001,489.190002,475.190002,477.299988,464.021027,1822000
2021-04-15,481.640015,482.309998,476.779999,480.000000,466.645966,1837000
2021-04-16,480.480011,481.779999,476.779999,478.790009,465.469635,1626300
2021-04-19,476.529999,476.799988,460.049988,462.000000,449.146729,2631900
2021-04-20,460.010010,462.029999,454.540009,457.260010,444.538605,1912800
2021-04-21,455.220001,460.339996,452.600006,459.790009,446.998230,2594700
2021-04-22,455.100006,461.140015,449.000000,455.109985,442.448395,2705700
2021-04-23,458.489990,467.850006,457.500000,466.130005,453.161835,2289000
2021-04-26,467.019989,473.829987,463.570007,471.850006,458.722687,1827100
2021-04-27,473.700012,474.260010,465.059998,466.350006,453.375732,1326700
2021-04-28,465.369995,465.970001,456.049988,459.200012,446.424622,1594000
2021-04-29,469.690002,469.690002,459.029999,466.290009,453.317383,1465000
2021-04-30,459.709991,460.730011,453.839996,456.200012,443.508118,1936700
2021-05-03,459.750000,459.839996,448.279999,450.140015,437.616669,1509800
2021-05-04,447.220001,447.700012,437.309998,444.540009,432.172455,2349700
2021-05-05,450.410004,451.440002,442.369995,443.829987,431.482239,1638800
2021-05-06,443.799988,449.089996,439.839996,448.579987,436.100037,1349500
2021-05-07,454.589996,458.380005,449.200012,452.579987,439.988831,1171200
2021-05-10,448.380005,448.529999,435.769989,436.100006,423.967316,2523900
2021-05-11,425.000000,441.760010,423.049988,440.070007,427.826843,1788700
2021-05-12,429.290009,430.859985,419.140015,422.380005,410.628998,2994000
2021-05-13,429.890015,434.820007,425.640015,430.600006,418.620300,2184100
2021-05-14,436.390015,445.119995,432.049988,441.619995,429.333710,1696400
2021-05-17,442.140015,442.140015,432.839996,439.940002,427.700439,1572500
2021-05-18,443.920013,444.440002,433.279999,433.739990,421.672943,1782400
2021-05-19,426.000000,442.500000,425.700012,441.720001,429.430969,2136900
2021-05-20,445.750000,459.299988,445.329987,455.000000,442.341461,2188600
2021-05-21,457.989990,457.989990,449.339996,451.239990,438.686066,1321600
2021-05-24,456.920013,462.440002,456.359985,459.190002,446.414948,1442000
2021-05-25,461.899994,462.959991,456.500000,459.540009,446.755157,960000
2021-05-26,460.769989,462.100006,455.529999,460.489990,447.678741,987300
2021-05-27,460.000000,468.440002,459.649994,467.679993,454.668732,1909800
2021-05-28,470.000000,474.619995,467.679993,472.329987,459.189331,1994600
2021-06-01,475.440002,478.000000,467.200012,468.309998,455.281219,1627700
2021-06-02,471.829987,477.700012,469.470001,473.730011,460.550415,1328600
2021-06-03,468.799988,469.760010,463.260010,464.799988,451.868805,2038900
2021-06-04,470.500000,478.399994,469.519989,475.000000,461.785065,2386500
2021-06-07,473.000000,474.480011,462.470001,463.779999,450.877228,2414200
2021-06-08,468.049988,472.390015,463.510010,463.529999,450.634155,1661500
2021-06-09,467.190002,467.190002,461.720001,463.929993,451.023010,1212600
2021-06-10,465.500000,469.540009,460.209991,468.670013,455.631195,1541300
2021-06-11,468.440002,472.130005,467.149994,470.700012,457.604706,1450800
2021-06-14,470.489990,475.899994,466.059998,475.829987,462.591980,1467500
2021-06-15,476.559998,476.570007,468.549988,470.739990,457.643555,1113100
2021-06-16,470.269989,471.119995,461.480011,465.750000,452.792389,2043700
2021-06-17,464.880005,475.239990,463.940002,471.170013,458.061646,2088100
2021-06-18,467.269989,469.760010,460.510010,463.500000,450.604980,2853700
2021-06-21,461.170013,465.380005,458.440002,464.609985,455.219818,1859100
2021-06-22,466.579987,468.579987,461.320007,464.450012,455.063049,1372200
2021-06-23,463.859985,467.880005,463.040009,466.660004,457.228363,1767400
2021-06-24,469.890015,473.649994,468.600006,470.059998,460.559631,1250200
2021-06-25,471.350006,472.450012,460.000000,462.200012,452.858521,1910000
2021-06-28,466.000000,476.290009,465.510010,472.799988,463.244232,1398700
2021-06-29,472.369995,477.309998,470.739990,477.149994,467.506348,1418400
2021-06-30,478.130005,478.589996,472.529999,476.839996,467.202606,1538100
2021-07-01,477.839996,477.839996,468.929993,469.640015,460.148193,1115300
2021-07-02,476.769989,478.579987,455.709991,468.170013,458.707855,3705400
2021-07-06,470.399994,476.750000,468.299988,473.279999,463.714569,1387000
2021-07-07,475.000000,475.359985,466.369995,469.540009,460.050140,1258100
2021-07-08,464.420013,471.079987,461.559998,470.500000,460.990784,1601100
2021-07-09,469.570007,480.880005,468.029999,480.179993,470.475098,1678200
2021-07-12,481.320007,494.019989,473.260010,485.750000,475.932556,3314200
2021-07-13,485.329987,487.529999,482.000000,484.010010,474.227722,1180600
2021-07-14,489.200012,492.000000,480.750000,481.589996,471.856628,1402000
2021-07-15,483.279999,484.450012,473.119995,477.339996,467.692505,1262400
2021-07-16,479.059998,480.279999,467.260010,468.070007,458.609863,1398000
2021-07-19,463.480011,465.970001,457.589996,465.670013,456.258362,1493800
2021-07-20,467.890015,472.250000,463.269989,468.589996,459.119354,2072700
2021-07-21,469.630005,479.279999,468.500000,479.019989,469.338531,1366000
2021-07-22,476.600006,478.989990,474.510010,476.329987,466.702911,1258300
2021-07-23,480.029999,483.579987,476.829987,483.149994,473.385071,1348900
2021-07-26,482.160004,483.619995,479.679993,482.239990,472.493469,1116000
2021-07-27,480.760010,481.809998,467.799988,475.359985,465.752533,1471500
2021-07-28,476.700012,479.079987,474.320007,477.649994,467.996246,835900
2021-07-29,478.470001,485.829987,477.440002,484.109985,474.325684,916200
2021-07-30,481.959991,486.339996,479.570007,485.399994,475.589600,1154800
2021-08-02,489.049988,494.600006,483.510010,484.679993,474.884155,1561900
2021-08-03,485.489990,487.760010,479.959991,486.790009,476.951508,1113500
2021-08-04,488.529999,489.980011,484.010010,487.799988,477.941101,1212300
2021-08-05,490.429993,490.429993,484.890015,487.670013,477.813751,837200
2021-08-06,485.070007,488.119995,484.029999,485.429993,475.618988,996400
2021-08-09,486.489990,486.829987,481.000000,484.679993,474.884155,595200
2021-08-10,485.899994,486.450012,477.829987,482.260010,472.513092,931900
2021-08-11,484.809998,485.970001,479.790009,483.549988,473.776978,981600
2021-08-12,482.279999,485.000000,476.730011,484.260010,474.472656,870200
2021-08-13,482.609985,488.970001,482.109985,486.160004,476.334259,858200
2021-08-16,484.829987,488.910004,484.399994,488.140015,478.274231,918800
2021-08-17,485.589996,486.220001,474.519989,478.690002,469.015228,1649900
2021-08-18,476.649994,477.079987,468.350006,468.970001,459.491669,1561600
2021-08-19,466.350006,475.829987,462.660004,473.529999,463.959503,1404400
2021-08-20,472.820007,476.230011,470.440002,475.170013,465.566376,1000700
2021-08-23,476.329987,486.190002,475.700012,482.450012,472.699249,1570700
2021-08-24,482.399994,483.040009,480.160004,481.429993,471.699860,942900
2021-08-25,481.570007,486.269989,481.570007,483.410004,473.639832,1001700
2021-08-26,483.000000,488.109985,480.600006,485.739990,475.922729,1083600
2021-08-27,488.010010,496.440002,486.640015,495.940002,485.916626,1645900
2021-08-30,500.000000,507.850006,498.250000,498.890015,488.806976,1961400
2021-08-31,501.290009,501.290009,492.700012,497.209991,487.160919,1737800
2021-09-01,496.269989,499.239990,492.890015,493.160004,483.192749,1258600
2021-09-02,495.790009,495.980011,490.160004,491.899994,481.958252,1699100
2021-09-03,495.910004,506.000000,495.040009,497.679993,487.621429,2519100
2021-09-07,497.600006,497.600006,491.000000,496.589996,486.553467,1239800
2021-09-08,499.619995,499.890015,488.109985,494.380005,484.388123,1398700
2021-09-09,492.850006,498.700012,492.850006,493.489990,483.516113,1317400
2021-09-10,497.049988,505.989990,496.510010,498.149994,488.081940,1611000
2021-09-13,502.000000,502.470001,493.260010,498.959991,488.875549,1492700
2021-09-14,502.000000,505.420013,498.359985,501.869995,491.726715,1413400
2021-09-15,502.119995,510.700012,499.420013,509.739990,499.437683,2334600
2021-09-16,505.200012,509.149994,500.209991,507.350006,497.095978,1756900
2021-09-17,503.970001,507.619995,501.000000,506.000000,495.773254,3447000
2021-09-20,499.000000,503.000000,488.440002,494.820007,484.819244,3010500
2021-09-21,493.489990,493.750000,487.000000,490.989990,484.592194,1693500
2021-09-22,494.250000,503.000000,492.220001,500.589996,494.067139,2061000
2021-09-23,502.510010,507.290009,500.589996,504.299988,497.728760,1837000
2021-09-24,502.269989,505.500000,500.829987,504.920013,498.340729,1060500
2021-09-27,499.779999,505.820007,497.380005,504.850006,498.271606,983100
2021-09-28,497.000000,501.450012,490.540009,491.019989,484.621826,2012400
2021-09-29,493.630005,494.269989,487.649994,489.480011,483.101898,1578300
2021-09-30,494.519989,494.519989,484.480011,484.929993,478.611145,1573500
2021-10-01,487.850006,488.660004,477.500000,487.350006,480.999634,1605200
2021-10-04,484.929993,486.559998,472.779999,475.950012,469.748199,2009300
2021-10-05,475.940002,489.790009,475.329987,485.420013,479.094788,1655700
2021-10-06,483.130005,489.350006,479.700012,488.779999,482.410980,1204200
2021-10-07,492.630005,499.899994,492.630005,493.920013,487.484039,1326100
2021-10-08,496.820007,498.000000,491.279999,492.850006,486.427979,1027900
2021-10-11,491.239990,499.589996,490.850006,492.339996,485.924622,1118600
2021-10-12,495.839996,496.700012,482.019989,485.279999,478.956604,2099100
2021-10-13,481.170013,485.380005,479.549988,485.010010,478.690155,1642400
2021-10-14,491.859985,499.149994,490.820007,497.600006,491.116089,1923300
2021-10-15,504.399994,505.859985,501.079987,503.250000,496.692444,2510300
2021-10-18,500.390015,503.980011,498.660004,503.359985,496.801025,1604200
2021-10-19,504.320007,510.869995,501.769989,510.390015,503.739410,1638300
2021-10-20,511.000000,513.429993,508.440002,509.390015,502.752472,1345800
2021-10-21,509.420013,514.789978,508.600006,514.150024,507.450439,1178700
2021-10-22,514.739990,521.380005,513.020020,515.409973,508.693970,1536700
2021-10-25,517.489990,524.500000,515.179993,522.070007,515.267273,1241600
2021-10-26,525.229980,534.989990,524.000000,533.869995,526.913452,2404300
2021-10-27,531.820007,536.070007,521.859985,523.109985,516.293640,2350000
2021-10-28,524.140015,529.950012,523.429993,529.570007,522.669495,1187200
2021-10-29,523.500000,532.150024,523.500000,531.669983,524.742126,1556400
2021-11-01,530.340027,532.580017,524.929993,528.049988,521.169312,1689600
2021-11-02,527.450012,540.820007,526.679993,537.070007,530.071777,1626200
2021-11-03,539.049988,543.789978,533.770020,542.369995,535.302734,1403800
2021-11-04,543.799988,549.070007,540.919983,548.619995,541.471252,1595600
2021-11-05,550.000000,559.669983,549.809998,558.919983,551.637024,1867400
2021-11-08,561.969971,563.890015,558.099976,558.950012,551.666687,1723100
2021-11-09,559.190002,561.900024,555.140015,557.799988,550.531616,1583800
2021-11-10,554.299988,560.900024,548.049988,548.770020,541.619324,1845000
2021-11-11,552.690002,557.119995,548.809998,555.400024,548.162964,1415700
2021-11-12,558.409973,565.840027,554.590027,563.219971,555.880981,1359200
2021-11-15,567.690002,567.690002,559.830017,565.770020,558.397827,1397200
2021-11-16,564.090027,569.530029,562.739990,568.770020,561.358704,1319400
2021-11-17,568.140015,571.359985,564.099976,569.640015,562.217407,1253200
2021-11-18,571.099976,576.729980,569.640015,574.809998,567.319946,1271200
2021-11-19,576.280029,577.210022,565.929993,568.719971,561.309326,1961200
2021-11-22,571.679993,572.039978,552.479980,553.280029,546.070618,2589800
2021-11-23,552.419983,555.859985,548.530029,555.119995,547.886597,1710900
2021-11-24,553.229980,559.080017,547.390015,558.729980,551.449524,1208400
2021-11-26,551.770020,557.299988,543.320007,546.590027,539.467712,1421900
2021-11-29,556.200012,567.549988,553.679993,564.340027,556.986450,1870300
2021-11-30,563.270020,564.989990,552.000000,553.679993,546.465332,2257400
2021-12-01,563.479980,568.479980,553.330017,554.760010,547.531250,2198000
2021-12-02,546.070007,559.109985,544.000000,552.450012,545.251404,2261900
2021-12-03,564.940002,569.000000,550.400024,558.119995,550.847473,2030500
2021-12-06,564.650024,568.369995,555.950012,564.979980,557.618042,2248200
2021-12-07,572.000000,593.070007,572.000000,590.400024,582.706909,2956200
2021-12-08,590.940002,590.940002,582.429993,588.559998,580.890808,1799800
2021-12-09,582.450012,590.239990,582.450012,583.419983,575.817810,2908000
2021-12-10,623.979980,644.750000,618.590027,631.679993,623.448975,5708700
2021-12-13,634.000000,634.419983,621.229980,621.659973,613.559509,2689800
2021-12-14,617.840027,618.619995,605.640015,614.909973,606.897461,3595600
2021-12-15,615.570007,640.859985,610.340027,639.859985,631.522339,2909200
2021-12-16,637.359985,640.659973,611.500000,620.679993,612.592285,4274800
2021-12-17,617.530029,639.989990,615.099976,634.960022,626.686218,5066100
2021-12-20,626.299988,646.090027,625.090027,645.030029,636.625061,3277000
2021-12-21,648.099976,649.469971,633.299988,646.239990,641.899353,3653400
2021-12-22,643.320007,657.159973,639.260010,655.200012,650.799194,2838300
2021-12-23,656.130005,670.729980,656.130005,664.799988,660.334656,2359600
2021-12-27,664.799988,676.299988,664.460022,674.280029,669.751038,1944200
2021-12-28,677.549988,677.760010,667.030029,669.000000,664.506470,1724700
2021-12-29,669.799988,677.000000,669.119995,672.609985,668.092224,1479700
2021-12-30,673.099976,675.700012,663.840027,665.080017,660.612793,1147300
